Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
CVE;VarelaVaca2020;False;2016-5255;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5255.afm;security/CVE/VarelaVaca2020-2016-5255;350.0;340.0;4.0;900.0;3.88444444444444;2.57142857142857;0.914285714285714;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5256;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5256.afm;security/CVE/VarelaVaca2020-2016-5256;354.0;344.0;4.0;912.0;3.84649122807018;2.57627118644068;0.912429378531073;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5257;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5257.afm;security/CVE/VarelaVaca2020-2016-5257;360.0;348.0;4.0;913.0;3.85761226725082;2.53611111111111;0.902777777777778;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5258;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5258.afm;security/CVE/VarelaVaca2020-2016-5258;363.0;348.0;5.0;902.0;3.8669623059867;2.48484848484848;0.887052341597796;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5259;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5259.afm;security/CVE/VarelaVaca2020-2016-5259;363.0;348.0;5.0;902.0;3.88026607538803;2.48484848484848;0.889807162534435;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5260;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5260.afm;security/CVE/VarelaVaca2020-2016-5260;350.0;340.0;4.0;900.0;3.87111111111111;2.57142857142857;0.911428571428571;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5261;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5261.afm;security/CVE/VarelaVaca2020-2016-5261;350.0;340.0;4.0;900.0;3.87111111111111;2.57142857142857;0.911428571428571;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5262;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5262.afm;security/CVE/VarelaVaca2020-2016-5262;363.0;348.0;5.0;902.0;3.88026607538803;2.48484848484848;0.889807162534435;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5263;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5263.afm;security/CVE/VarelaVaca2020-2016-5263;363.0;348.0;5.0;902.0;3.88026607538803;2.48484848484848;0.889807162534435;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5264;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5264.afm;security/CVE/VarelaVaca2020-2016-5264;363.0;348.0;5.0;902.0;3.8669623059867;2.48484848484848;0.887052341597796;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5265;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5265.afm;security/CVE/VarelaVaca2020-2016-5265;363.0;348.0;5.0;902.0;3.88026607538803;2.48484848484848;0.889807162534435;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5266;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5266.afm;security/CVE/VarelaVaca2020-2016-5266;350.0;340.0;4.0;900.0;3.87111111111111;2.57142857142857;0.911428571428571;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5267;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5267.afm;security/CVE/VarelaVaca2020-2016-5267;354.0;341.0;5.0;1192.0;5.46728187919463;3.36723163841808;0.906779661016949;5.0;27.1538461538462;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5268;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5268.afm;security/CVE/VarelaVaca2020-2016-5268;350.0;340.0;4.0;900.0;3.88444444444444;2.57142857142857;0.914285714285714;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5270;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5270.afm;security/CVE/VarelaVaca2020-2016-5270;360.0;348.0;4.0;913.0;3.85761226725082;2.53611111111111;0.902777777777778;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5271;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5271.afm;security/CVE/VarelaVaca2020-2016-5271;354.0;344.0;4.0;912.0;3.85964912280702;2.57627118644068;0.915254237288135;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5272;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5272.afm;security/CVE/VarelaVaca2020-2016-5272;360.0;348.0;4.0;913.0;3.85761226725082;2.53611111111111;0.902777777777778;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5273;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5273.afm;security/CVE/VarelaVaca2020-2016-5273;354.0;344.0;4.0;912.0;3.84649122807018;2.57627118644068;0.912429378531073;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5274;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5274.afm;security/CVE/VarelaVaca2020-2016-5274;360.0;348.0;4.0;913.0;3.84446878422782;2.53611111111111;0.9;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5275;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5275.afm;security/CVE/VarelaVaca2020-2016-5275;354.0;344.0;4.0;912.0;3.84649122807018;2.57627118644068;0.912429378531073;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5276;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5276.afm;security/CVE/VarelaVaca2020-2016-5276;360.0;348.0;4.0;913.0;3.84446878422782;2.53611111111111;0.9;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5277;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5277.afm;security/CVE/VarelaVaca2020-2016-5277;360.0;348.0;4.0;913.0;3.85761226725082;2.53611111111111;0.902777777777778;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5278;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5278.afm;security/CVE/VarelaVaca2020-2016-5278;360.0;348.0;4.0;913.0;3.84446878422782;2.53611111111111;0.9;5.0;29.9166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5279;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5279.afm;security/CVE/VarelaVaca2020-2016-5279;354.0;344.0;4.0;912.0;3.84649122807018;2.57627118644068;0.912429378531073;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5280;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5280.afm;security/CVE/VarelaVaca2020-2016-5280;361.0;349.0;4.0;913.0;3.85761226725082;2.52908587257618;0.900277008310249;5.0;30.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5281;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5281.afm;security/CVE/VarelaVaca2020-2016-5281;361.0;349.0;4.0;913.0;3.84446878422782;2.52908587257618;0.897506925207756;5.0;30.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5282;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5282.afm;security/CVE/VarelaVaca2020-2016-5282;354.0;344.0;4.0;912.0;3.85964912280702;2.57627118644068;0.915254237288135;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5283;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5283.afm;security/CVE/VarelaVaca2020-2016-5283;354.0;344.0;4.0;912.0;3.85964912280702;2.57627118644068;0.915254237288135;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5284;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5284.afm;security/CVE/VarelaVaca2020-2016-5284;361.0;349.0;4.0;913.0;3.84446878422782;2.52908587257618;0.897506925207756;5.0;30.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5293;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5293.afm;security/CVE/VarelaVaca2020-2016-5293;449.0;430.0;6.0;1371.0;5.06053975200584;3.05345211581292;0.915367483296214;5.0;23.578947368421;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5294;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5294.afm;security/CVE/VarelaVaca2020-2016-5294;645.0;626.0;5.0;1713.0;5.23525977816696;2.65581395348837;0.944186046511628;5.0;33.8947368421053;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5295;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5295.afm;security/CVE/VarelaVaca2020-2016-5295;362.0;349.0;5.0;1224.0;5.39624183006536;3.38121546961326;0.911602209944751;5.0;27.7692307692308;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5832;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5832.afm;security/CVE/VarelaVaca2020-2016-5832;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5833;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5833.afm;security/CVE/VarelaVaca2020-2016-5833;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5834;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5834.afm;security/CVE/VarelaVaca2020-2016-5834;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5835;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5835.afm;security/CVE/VarelaVaca2020-2016-5835;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5836;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5836.afm;security/CVE/VarelaVaca2020-2016-5836;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5837;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5837.afm;security/CVE/VarelaVaca2020-2016-5837;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5838;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5838.afm;security/CVE/VarelaVaca2020-2016-5838;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5839;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5839.afm;security/CVE/VarelaVaca2020-2016-5839;388.0;380.0;4.0;366.0;5.27322404371585;0.943298969072165;0.974226804123711;5.0;48.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-6565;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-6565.afm;security/CVE/VarelaVaca2020-2016-6565;104.0;95.0;4.0;89.0;2.0;0.855769230769231;0.884615384615385;5.0;11.4444444444444;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-6634;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-6634.afm;security/CVE/VarelaVaca2020-2016-6634;364.0;356.0;4.0;342.0;5.2953216374269;0.939560439560439;0.972527472527472;5.0;45.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-6635;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-6635.afm;security/CVE/VarelaVaca2020-2016-6635;362.0;354.0;4.0;340.0;5.31470588235294;0.939226519337017;0.972375690607735;5.0;45.125;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-6897;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-6897.afm;security/CVE/VarelaVaca2020-2016-6897;392.0;383.0;4.0;369.0;5.24661246612466;0.941326530612245;0.971938775510204;5.0;43.4444444444444;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-7168;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-7168.afm;security/CVE/VarelaVaca2020-2016-7168;411.0;403.0;4.0;389.0;5.2853470437018;0.94647201946472;0.975669099756691;5.0;51.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-7169;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-7169.afm;security/CVE/VarelaVaca2020-2016-7169;411.0;403.0;4.0;389.0;5.2853470437018;0.94647201946472;0.975669099756691;5.0;51.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-9263;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-9263.afm;security/CVE/VarelaVaca2020-2016-9263;457.0;449.0;4.0;435.0;5.2;0.951859956236324;0.978118161925602;5.0;57.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-9903;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-9903.afm;security/CVE/VarelaVaca2020-2016-9903;361.0;351.0;4.0;933.0;3.81779206859593;2.58448753462604;0.916897506925208;5.0;36.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-1000600;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-1000600.afm;security/CVE/VarelaVaca2020-2017-1000600;472.0;464.0;4.0;450.0;5.09333333333333;0.953389830508475;0.978813559322034;5.0;58.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-11658;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-11658.afm;security/CVE/VarelaVaca2020-2017-11658;123.0;115.0;4.0;1.0;2.0;0.008130081300813;0.016260162601626;5.0;15.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-12741;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-12741.afm;security/CVE/VarelaVaca2020-2017-12741;171.0;79.0;5.0;71.0;2.0;0.415204678362573;0.426900584795322;5.0;1.84782608695652;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14718;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14718.afm;security/CVE/VarelaVaca2020-2017-14718;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14719;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14719.afm;security/CVE/VarelaVaca2020-2017-14719;213.0;206.0;4.0;1.0;2.0;0.0046948356807511;0.0093896713615023;5.0;30.2857142857143;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14720;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14720.afm;security/CVE/VarelaVaca2020-2017-14720;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14721;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14721.afm;security/CVE/VarelaVaca2020-2017-14721;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14723;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14723.afm;security/CVE/VarelaVaca2020-2017-14723;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14724;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14724.afm;security/CVE/VarelaVaca2020-2017-14724;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
CVE;VarelaVaca2020;False;2017-14725;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2017-14725.afm;security/CVE/VarelaVaca2020-2017-14725;456.0;448.0;4.0;434.0;5.2073732718894;0.951754385964912;0.978070175438596;5.0;56.875;;;;;;;;;;;
