Name;Origin;Domain;Format;Extension;Year;Keywords;Hierarchy;Versions;VersionRange;Variants;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
picasso;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/picasso/Berger2013.json;systems_software/picasso/Berger2013;1249.0;1248.0;1248.0;3808.0;3.91675420168067;3.04883907125701;0.99919935948759;2.0;1248.0;0.0;0.0;5057.0;13493.0;14;3601;0.37478692655451;0;2104;3136;1;29;0;0.976781425140112;28;1220;?;1881;1702
pid;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pid/Passos2011.json;systems_software/pid/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pid;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pid/Knüppel2017.json;systems_software/pid/Knüppel2017;1242.0;943.0;33.0;891.0;3.03030303030303;0.717391304347826;0.838969404186795;7.0;4.1505016722408;12.0;0.0;2920.0;6016.0;15;2747;0.485372340425532;6;357;1903;1;6;59;0.947665056360708;184;1177;124;660;626
pid;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pid/Berger2013.json;systems_software/pid/Berger2013;1230.0;1229.0;1229.0;3778.0;3.93012175754367;3.07154471544715;0.999186991869919;2.0;1229.0;0.0;0.0;5008.0;13390.0;15;3554;0.374010455563854;0;2084;3102;1;30;0;0.975609756097561;29;1200;?;1866;1691
prpmc1100;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/prpmc1100/Passos2011.json;systems_software/prpmc1100/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prpmc1100;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/prpmc1100/Knüppel2017.json;systems_software/prpmc1100/Knüppel2017;1236.0;939.0;34.0;875.0;3.048;0.707928802588997;0.835760517799353;7.0;4.15824915824916;12.0;0.0;2892.0;5961.0;14;2720;0.485153497735279;6;349;1883;1;6;58;0.948220064724919;185;1172;124;646;616
prpmc1100;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/prpmc1100/Berger2013.json;systems_software/prpmc1100/Berger2013;1224.0;1223.0;1223.0;3754.0;3.94272775705914;3.06699346405229;0.999183006535948;2.0;1223.0;0.0;0.0;4978.0;13331.0;14;3525;0.373415347685845;0;2080;3075;1;29;0;0.976307189542484;28;1195;286;1845;1672
psim;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/psim/Passos2011.json;systems_software/psim/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
psim;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/psim/Knüppel2017.json;systems_software/psim/Knüppel2017;1194.0;905.0;30.0;826.0;2.97215496368039;0.69179229480737;0.829983249581239;7.0;4.1280276816609;12.0;0.0;2778.0;5696.0;8;2639;0.487710674157303;6;338;1799;1;6;48;0.954773869346734;168;1140;122;604;578
psim;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/psim/Berger2013.json;systems_software/psim/Berger2013;1182.0;1181.0;1181.0;2995.0;2.68714524207012;2.53384094754653;0.999153976311337;2.0;1181.0;0.0;0.0;4177.0;9540.0;8;3411;0.437840670859539;0;1380;2949;1;24;0;0.979695431472081;23;1158;?;1760;1599
rattler;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/rattler/Passos2011.json;systems_software/rattler/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rattler;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/rattler/Knüppel2017.json;systems_software/rattler/Knüppel2017;1324.0;1018.0;31.0;894.0;3.02796420581655;0.675226586102719;0.820996978851964;7.0;4.32352941176471;12.0;0.0;3077.0;6304.0;9;2928;0.488102791878173;6;360;1979;1;6;21;0.979607250755287;173;1297;137;654;625
rattler;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/rattler/Berger2013.json;systems_software/rattler/Berger2013;1312.0;1311.0;1311.0;3245.0;2.64006163328197;2.47332317073171;0.999237804878049;2.0;1311.0;0.0;0.0;4557.0;10313.0;9;3778;0.441869485115873;0;1454;3258;1;25;0;0.980945121951219;24;1287;?;1939;1763
ref4955;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ref4955/Passos2011.json;systems_software/ref4955/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ref4955;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ref4955/Knüppel2017.json;systems_software/ref4955/Knüppel2017;1231.0;931.0;31.0;862.0;2.95939675174014;0.700243704305443;0.836718115353371;7.0;4.1;12.0;0.0;2876.0;5897.0;10;2730;0.487705613023571;6;352;1865;1;6;52;0.952883834281072;176;1173;124;633;603
ref4955;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ref4955/Berger2013.json;systems_software/ref4955/Berger2013;1219.0;1218.0;1218.0;3099.0;2.68054211035818;2.5422477440525;0.999179655455291;2.0;1218.0;0.0;0.0;4318.0;9851.0;10;3525;0.438331133895036;0;1428;3051;1;26;0;0.978671041837572;25;1193;285;1825;1650
refidt334;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/refidt334/Passos2011.json;systems_software/refidt334/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
refidt334;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/refidt334/Knüppel2017.json;systems_software/refidt334/Knüppel2017;1276.0;969.0;32.0;870.0;2.98620689655172;0.681818181818182;0.817398119122257;7.0;4.15309446254072;12.0;0.0;2940.0;6029.0;10;2790;0.48764305855034;6;349;1913;1;6;25;0.975705329153605;168;1245;135;636;612
refidt334;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/refidt334/Berger2013.json;systems_software/refidt334/Berger2013;1264.0;1263.0;1263.0;3140.0;2.66114649681529;2.48417721518987;0.999208860759494;2.0;1263.0;0.0;0.0;4404.0;10006.0;10;3624;0.440135918448931;0;1416;3143;1;26;0;0.979430379746835;25;1238;?;1872;1697
sa1100mm;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sa1100mm/Passos2011.json;systems_software/sa1100mm/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sa1100mm;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sa1100mm/Knüppel2017.json;systems_software/sa1100mm/Knüppel2017;1235.0;939.0;32.0;878.0;3.0501138952164;0.710931174089069;0.840485829959514;7.0;4.16891891891892;12.0;0.0;2903.0;5984.0;13;2732;0.485127005347594;6;350;1885;1;6;57;0.948987854251012;183;1172;123;649;618
sa1100mm;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sa1100mm/Berger2013.json;systems_software/sa1100mm/Berger2013;1223.0;1222.0;1222.0;3760.0;3.93909574468085;3.0744071954211;0.999182338511856;2.0;1222.0;0.0;0.0;4983.0;13341.0;13;3532;0.37351023161682;0;2083;3078;1;28;0;0.977105478331971;27;1195;?;1849;1678
sam7ex256;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sam7ex256/Passos2011.json;systems_software/sam7ex256/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sam7ex256;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sam7ex256/Knüppel2017.json;systems_software/sam7ex256/Knüppel2017;1345.0;1029.0;35.0;935.0;3.08663101604278;0.695167286245353;0.837918215613383;7.0;4.25316455696203;12.0;0.0;3155.0;6498.0;17;2968;0.485534010464758;6;378;2035;1;6;75;0.939776951672862;199;1264;132;689;650
sam7ex256;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sam7ex256/Berger2013.json;systems_software/sam7ex256/Berger2013;1333.0;1332.0;1332.0;3989.0;3.84507395337177;2.99249812453113;0.999249812453113;2.0;1332.0;0.0;0.0;5322.0;14058.0;17;3831;0.378574477166026;0;2185;3335;1;31;0;0.976744186046512;30;1302;?;1996;1801
se7751;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/se7751/Passos2011.json;systems_software/se7751/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
se7751;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/se7751/Knüppel2017.json;systems_software/se7751/Knüppel2017;1309.0;999.0;32.0;883.0;3.01698754246886;0.674560733384263;0.821237585943468;7.0;4.21935483870968;13.0;0.0;3035.0;6221.0;13;2879;0.487863687510047;6;355;1953;1;6;54;0.954163483575248;189;1249;132;643;614
se7751;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/se7751/Berger2013.json;systems_software/se7751/Berger2013;1296.0;1295.0;1295.0;3254.0;2.66656422864167;2.5108024691358;0.999228395061728;2.0;1295.0;0.0;0.0;4550.0;10347.0;13;3726;0.439740987725911;0;1511;3214;1;29;0;0.977623456790123;28;1267;305;1911;1730
se77x9;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/se77x9/Passos2011.json;systems_software/se77x9/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
se77x9;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/se77x9/Knüppel2017.json;systems_software/se77x9/Knüppel2017;1333.0;1019.0;32.0;911.0;3.01866081229418;0.683420855213803;0.824456114028507;7.0;4.24203821656051;13.0;0.0;3117.0;6401.0;13;2950;0.486955163255741;6;375;2012;1;6;60;0.950487621905476;197;1267;135;678;643
se77x9;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/se77x9/Berger2013.json;systems_software/se77x9/Berger2013;1320.0;1319.0;1319.0;49937.0;6.71379938722791;37.8310606060606;0.999242424242424;2.0;1319.0;0.0;0.0;51257.0;243259.0;13;3808;0.210709572924332;0;48146;3297;1;29;0;0.978030303030303;28;1291;?;1970;1791
sh4_202_md;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sh4_202_md/Passos2011.json;systems_software/sh4_202_md/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sh4_202_md;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sh4_202_md/Knüppel2017.json;systems_software/sh4_202_md/Knüppel2017;1272.0;963.0;32.0;885.0;3.0135593220339;0.695754716981132;0.845125786163522;7.0;4.11326860841424;13.0;0.0;2991.0;6134.0;12;2835;0.487610042386697;6;353;1919;1;6;45;0.959905660377359;184;1221;124;646;619
sh4_202_md;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sh4_202_md/Berger2013.json;systems_software/sh4_202_md/Berger2013;1259.0;1258.0;1258.0;3196.0;2.66708385481852;2.5385226370135;0.999205718824464;2.0;1258.0;0.0;0.0;4455.0;10136.0;12;3648;0.439522494080505;0;1481;3143;1;28;0;0.977760127084988;27;1231;?;1877;1696
sh7708;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sh7708/Passos2011.json;systems_software/sh7708/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sh7708;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sh7708/Knüppel2017.json;systems_software/sh7708/Knüppel2017;1267.0;961.0;32.0;876.0;3.04566210045662;0.691397000789266;0.842936069455406;7.0;4.13725490196079;13.0;0.0;3001.0;6172.0;13;2833;0.486228127025276;6;354;1924;1;6;60;0.947908445146014;192;1201;123;656;618
sh7708;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sh7708/Berger2013.json;systems_software/sh7708/Berger2013;1254.0;1253.0;1253.0;49851.0;6.7228541052336;39.7535885167464;0.999202551834131;2.0;1253.0;0.0;0.0;51105.0;242981.0;13;3636;0.210325087146732;0;48149;3143;1;29;0;0.976874003189793;28;1225;?;1882;1702
skmb91302;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/skmb91302/Passos2011.json;systems_software/skmb91302/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
skmb91302;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/skmb91302/Knüppel2017.json;systems_software/skmb91302/Knüppel2017;1230.0;939.0;31.0;840.0;2.975;0.682926829268293;0.816260162601626;7.0;4.2233676975945;12.0;0.0;2835.0;5810.0;10;2692;0.487951807228916;6;338;1847;1;6;48;0.95609756097561;177;1176;128;616;586
skmb91302;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/skmb91302/Berger2013.json;systems_software/skmb91302/Berger2013;1218.0;1217.0;1217.0;3052.0;2.67529488859764;2.50574712643678;0.999178981937603;2.0;1217.0;0.0;0.0;4270.0;9727.0;10;3499;0.438984270587026;0;1392;3032;1;26;0;0.978653530377668;25;1192;?;1807;1643
sleb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sleb/Passos2011.json;systems_software/sleb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sleb;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sleb/Knüppel2017.json;systems_software/sleb/Knüppel2017;1201.0;906.0;30.0;827.0;2.98428053204353;0.688592839300583;0.836802664446295;7.0;4.06779661016949;12.0;0.0;2803.0;5744.0;9;2664;0.487987465181059;6;338;1803;1;6;47;0.955870108243131;167;1148;120;601;583
sleb;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sleb/Berger2013.json;systems_software/sleb/Berger2013;1189.0;1188.0;1188.0;3009.0;2.68328348288468;2.53069806560135;0.999158957106812;2.0;1188.0;0.0;0.0;4198.0;9580.0;9;3432;0.438204592901879;0;1388;2959;1;24;0;0.979814970563499;23;1165;?;1764;1606
smdk2410;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/smdk2410/Passos2011.json;systems_software/smdk2410/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smdk2410;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/smdk2410/Knüppel2017.json;systems_software/smdk2410/Knüppel2017;1279.0;979.0;32.0;884.0;3.09049773755656;0.691164972634871;0.82017200938233;7.0;4.26;13.0;0.0;2989.0;6180.0;13;2802;0.483656957928803;6;356;1952;1;6;57;0.950742767787334;188;1216;132;672;637
smdk2410;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/smdk2410/Berger2013.json;systems_software/smdk2410/Berger2013;1266.0;1265.0;1265.0;50468.0;6.7667829119442;39.8641390205371;0.999210110584518;2.0;1265.0;0.0;0.0;51734.0;246372.0;13;3634;0.209983277320475;0;48746;3188;1;29;0;0.977093206951027;28;1237;?;1915;1737
snds;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/snds/Passos2011.json;systems_software/snds/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
snds;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/snds/Knüppel2017.json;systems_software/snds/Knüppel2017;1231.0;936.0;33.0;872.0;3.04587155963303;0.708367181153534;0.836718115353371;8.0;4.16949152542373;12.0;0.0;2889.0;5949.0;19;2714;0.485627836611195;6;349;1872;1;6;49;0.9553208773355;180;1176;124;640;613
snds;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/snds/Berger2013.json;systems_software/snds/Berger2013;1219.0;1218.0;1218.0;3748.0;3.94343649946638;3.0746513535685;0.999179655455291;2.0;1218.0;0.0;0.0;4967.0;13302.0;19;3512;0.373402495865283;0;2081;3060;1;32;0;0.973748974569319;31;1187;?;1835;1664
soletta;Pett2023;systems_software;FeatureIDE;json;2023;['KConfig', 'Automatic'];False;152;2015-06-26_18-38-56..2017-03-09_21-02-40;0;https://github.com/TUBS-ISF/soletta-case-study;https://doi.org/10.1145/3579027.3608980;feature_models/original/systems_software/soletta/Pett2023.json;systems_software/soletta/Pett2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sparc_erc32;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sparc_erc32/Passos2011.json;systems_software/sparc_erc32/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sparc_erc32;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sparc_erc32/Knüppel2017.json;systems_software/sparc_erc32/Knüppel2017;1181.0;893.0;30.0;816.0;2.9828431372549;0.690939881456393;0.835732430143946;7.0;4.09722222222222;12.0;0.0;2759.0;5656.0;9;2620;0.487800565770863;6;333;1777;1;6;47;0.955122777307367;163;1128;119;595;577
sparc_erc32;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sparc_erc32/Berger2013.json;systems_software/sparc_erc32/Berger2013;1169.0;1168.0;1168.0;2972.0;2.69179004037685;2.54234388366125;0.999144568006843;2.0;1168.0;0.0;0.0;4141.0;9466.0;9;3375;0.437460384534122;0;1377;2913;1;24;0;0.979469632164243;23;1145;274;1738;1585
sparc_leon;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sparc_leon/Passos2011.json;systems_software/sparc_leon/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sparc_leon;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sparc_leon/Knüppel2017.json;systems_software/sparc_leon/Knüppel2017;1181.0;893.0;30.0;816.0;2.9828431372549;0.690939881456393;0.835732430143946;7.0;4.09722222222222;12.0;0.0;2759.0;5656.0;9;2620;0.487800565770863;6;333;1777;1;6;47;0.955122777307367;163;1128;119;595;577
sparc_leon;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sparc_leon/Berger2013.json;systems_software/sparc_leon/Berger2013;1169.0;1168.0;1168.0;2972.0;2.69179004037685;2.54234388366125;0.999144568006843;2.0;1168.0;0.0;0.0;4141.0;9466.0;9;3375;0.437460384534122;0;1377;2913;1;24;0;0.979469632164243;23;1145;274;1738;1585
sparclite_sim;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/sparclite_sim/Passos2011.json;systems_software/sparclite_sim/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sparclite_sim;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/sparclite_sim/Knüppel2017.json;systems_software/sparclite_sim/Knüppel2017;1181.0;893.0;30.0;816.0;2.9828431372549;0.690939881456393;0.835732430143946;7.0;4.09722222222222;12.0;0.0;2759.0;5656.0;9;2620;0.487800565770863;6;333;1777;1;6;47;0.955122777307367;163;1128;119;595;577
sparclite_sim;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/sparclite_sim/Berger2013.json;systems_software/sparclite_sim/Berger2013;1169.0;1168.0;1168.0;2972.0;2.69179004037685;2.54234388366125;0.999144568006843;2.0;1168.0;0.0;0.0;4141.0;9466.0;9;3375;0.437460384534122;0;1377;2913;1;24;0;0.979469632164243;23;1145;274;1738;1585
stb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/stb/Passos2011.json;systems_software/stb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
