Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
CVE;VarelaVaca2020;False;2019-14950;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14950.afm;security/CVE/VarelaVaca2020-2019-14950;154.0;146.0;4.0;1.0;2.0;0.0064935064935064;0.0129870129870129;0.9285714285714286;10024.0;5.0;19.125;True;11.0;11.0;564
CVE;VarelaVaca2020;False;2019-15109;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15109.afm;security/CVE/VarelaVaca2020-2019-15109;120.0;112.0;4.0;1.0;2.0;0.0083333333333333;0.0166666666666666;0.9083333333333332;5791.0;5.0;14.875;True;11.0;11.0;428
CVE;VarelaVaca2020;False;2019-15112;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15112.afm;security/CVE/VarelaVaca2020-2019-15112;148.0;140.0;4.0;1.0;2.0;0.0067567567567567;0.0135135135135135;0.9256756756756755;9193.0;5.0;18.375;True;11.0;11.0;540
CVE;VarelaVaca2020;False;2019-15116;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15116.afm;security/CVE/VarelaVaca2020-2019-15116;246.0;238.0;4.0;1.0;2.0;0.0040650406504065;0.008130081300813;0.9552845528455284;27274.0;5.0;30.625;True;11.0;11.0;932
CVE;VarelaVaca2020;False;2019-15238;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15238.afm;security/CVE/VarelaVaca2020-2019-15238;159.0;151.0;4.0;1.0;2.0;0.0062893081761006;0.0125786163522012;0.9308176100628932;10744.0;5.0;19.75;True;11.0;11.0;584
CVE;VarelaVaca2020;False;2019-15317;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15317.afm;security/CVE/VarelaVaca2020-2019-15317;107.0;98.0;4.0;92.0;2.0;0.8598130841121495;0.8878504672897196;0.8878504672897196;4294.0;5.0;11.77777777777778;True;12.0;12.0;364
CVE;VarelaVaca2020;False;2019-15326;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15326.afm;security/CVE/VarelaVaca2020-2019-15326;196.0;188.0;4.0;1.0;2.0;0.0051020408163265;0.010204081632653;0.9438775510204082;16849.0;5.0;24.375;True;11.0;11.0;732
CVE;VarelaVaca2020;False;2019-15327;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15327.afm;security/CVE/VarelaVaca2020-2019-15327;194.0;186.0;4.0;1.0;2.0;0.0051546391752577;0.0103092783505154;0.9432989690721648;16484.0;5.0;24.125;True;11.0;11.0;724
CVE;VarelaVaca2020;False;2019-15328;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15328.afm;security/CVE/VarelaVaca2020-2019-15328;183.0;175.0;4.0;1.0;2.0;0.0054644808743169;0.0109289617486338;0.9398907103825136;14548.0;5.0;22.75;True;11.0;11.0;680
CVE;VarelaVaca2020;False;2019-15329;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15329.afm;security/CVE/VarelaVaca2020-2019-15329;183.0;175.0;4.0;1.0;2.0;0.0054644808743169;0.0109289617486338;0.9398907103825136;14548.0;5.0;22.75;True;11.0;11.0;680
CVE;VarelaVaca2020;False;2019-15643;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15643.afm;security/CVE/VarelaVaca2020-2019-15643;154.0;146.0;4.0;1.0;2.0;0.0064935064935064;0.0129870129870129;0.9285714285714286;10024.0;5.0;19.125;True;11.0;11.0;564
CVE;VarelaVaca2020;False;2019-15646;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15646.afm;security/CVE/VarelaVaca2020-2019-15646;247.0;239.0;4.0;1.0;2.0;0.0040485829959514;0.0080971659919028;0.9554655870445344;27508.0;5.0;30.75;True;11.0;11.0;936
CVE;VarelaVaca2020;False;2019-15647;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15647.afm;security/CVE/VarelaVaca2020-2019-15647;113.0;105.0;4.0;1.0;2.0;0.0088495575221238;0.0176991150442477;0.9026548672566372;5063.0;5.0;14.0;True;11.0;11.0;400
CVE;VarelaVaca2020;False;2019-15780;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15780.afm;security/CVE/VarelaVaca2020-2019-15780;151.0;143.0;4.0;1.0;2.0;0.0066225165562913;0.0132450331125827;0.9271523178807948;9604.0;5.0;18.75;True;11.0;11.0;552
CVE;VarelaVaca2020;False;2019-15821;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15821.afm;security/CVE/VarelaVaca2020-2019-15821;146.0;138.0;4.0;1.0;2.0;0.0068493150684931;0.0136986301369863;0.9246575342465754;8924.0;5.0;18.125;True;11.0;11.0;532
CVE;VarelaVaca2020;False;2019-15868;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15868.afm;security/CVE/VarelaVaca2020-2019-15868;111.0;103.0;4.0;1.0;2.0;0.009009009009009;0.018018018018018;0.9009009009009008;4864.0;5.0;13.75;True;11.0;11.0;392
CVE;VarelaVaca2020;False;2019-15873;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15873.afm;security/CVE/VarelaVaca2020-2019-15873;107.0;99.0;4.0;1.0;2.0;0.0093457943925233;0.0186915887850467;0.897196261682243;4478.0;5.0;13.25;True;11.0;11.0;376
CVE;VarelaVaca2020;False;2019-15889;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-15889.afm;security/CVE/VarelaVaca2020-2019-15889;221.0;212.0;4.0;1.0;2.0;0.004524886877828;0.0090497737556561;0.9502262443438914;21542.0;5.0;24.444444444444443;True;11.0;11.0;828
CVE;VarelaVaca2020;False;2019-16120;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16120.afm;security/CVE/VarelaVaca2020-2019-16120;112.0;104.0;4.0;1.0;2.0;0.0089285714285714;0.0178571428571428;0.9017857142857144;4963.0;5.0;13.875;True;11.0;11.0;396
CVE;VarelaVaca2020;False;2019-16217;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16217.afm;security/CVE/VarelaVaca2020-2019-16217;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16218;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16218.afm;security/CVE/VarelaVaca2020-2019-16218;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16219;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16219.afm;security/CVE/VarelaVaca2020-2019-16219;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16220;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16220.afm;security/CVE/VarelaVaca2020-2019-16220;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16221;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16221.afm;security/CVE/VarelaVaca2020-2019-16221;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16222;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16222.afm;security/CVE/VarelaVaca2020-2019-16222;521.0;513.0;4.0;497.0;5.319919517102616;0.9539347408829176;0.980806142034549;0.980806142034549;124099.0;5.0;65.0;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16223;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16223.afm;security/CVE/VarelaVaca2020-2019-16223;522.0;513.0;4.0;497.0;5.319919517102616;0.9521072796934866;0.978927203065134;0.9808429118773946;124100.0;5.0;57.888888888888886;True;10.0;10.0;2960
CVE;VarelaVaca2020;False;2019-16250;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16250.afm;security/CVE/VarelaVaca2020-2019-16250;104.0;96.0;4.0;1.0;2.0;0.0096153846153846;0.0192307692307692;0.8942307692307693;4199.0;5.0;12.875;True;11.0;11.0;364
CVE;VarelaVaca2020;False;2019-16251;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16251.afm;security/CVE/VarelaVaca2020-2019-16251;1144.0;1027.0;4.0;435.0;2.806896551724138;0.3802447552447552;0.4187062937062937;0.9938811188811189;19625.0;5.0;9.76923076923077;True;7.0;7.0;5644
CVE;VarelaVaca2020;False;2019-16520;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16520.afm;security/CVE/VarelaVaca2020-2019-16520;243.0;235.0;4.0;1.0;2.0;0.0041152263374485;0.0082304526748971;0.9547325102880658;26578.0;5.0;30.25;True;11.0;11.0;920
CVE;VarelaVaca2020;False;2019-16521;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16521.afm;security/CVE/VarelaVaca2020-2019-16521;143.0;135.0;4.0;1.0;2.0;0.0069930069930069;0.0139860139860139;0.9230769230769232;8528.0;5.0;17.75;True;11.0;11.0;520
CVE;VarelaVaca2020;False;2019-16523;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16523.afm;security/CVE/VarelaVaca2020-2019-16523;167.0;158.0;4.0;146.0;2.054794520547945;0.874251497005988;0.8982035928143712;0.9281437125748504;10920.0;5.0;18.444444444444443;True;12.0;12.0;616
CVE;VarelaVaca2020;False;2019-16780;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16780.afm;security/CVE/VarelaVaca2020-2019-16780;431.0;423.0;4.0;409.0;4.061124694376528;0.948955916473318;0.976798143851508;0.976798143851508;84035.0;5.0;53.75;True;10.0;10.0;2084
CVE;VarelaVaca2020;False;2019-16781;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-16781.afm;security/CVE/VarelaVaca2020-2019-16781;531.0;523.0;4.0;507.0;5.254437869822485;0.9548022598870056;0.9811676082862524;0.9811676082862524;129124.0;5.0;66.25;True;10.0;10.0;3000
CVE;VarelaVaca2020;False;2019-17012;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17012.afm;security/CVE/VarelaVaca2020-2019-17012;875.0;856.0;5.0;1617.0;3.5640074211502784;1.848;0.9451428571428572;1.0;134504.0;5.0;46.0;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-17013;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17013.afm;security/CVE/VarelaVaca2020-2019-17013;467.0;457.0;4.0;1246.0;3.2608346709470304;2.6680942184154177;0.9336188436830836;0.9229122055674518;94530.0;5.0;46.6;True;14.0;14.0;2800
CVE;VarelaVaca2020;False;2019-17024;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17024.afm;security/CVE/VarelaVaca2020-2019-17024;640.0;609.0;7.0;1383.0;3.135936370209689;2.1609375;0.8984375;1.0;103832.0;5.0;20.61290322580645;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-17025;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17025.afm;security/CVE/VarelaVaca2020-2019-17025;479.0;465.0;5.0;1254.0;3.262360446570973;2.617954070981211;0.931106471816284;1.0;94998.0;5.0;34.142857142857146;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-17207;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17207.afm;security/CVE/VarelaVaca2020-2019-17207;143.0;135.0;4.0;1.0;2.0;0.0069930069930069;0.0139860139860139;0.9230769230769232;8528.0;5.0;17.75;True;11.0;11.0;520
CVE;VarelaVaca2020;False;2019-17232;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17232.afm;security/CVE/VarelaVaca2020-2019-17232;157.0;149.0;4.0;1.0;2.0;0.0063694267515923;0.0127388535031847;0.929936305732484;10453.0;5.0;19.5;True;11.0;11.0;576
CVE;VarelaVaca2020;False;2019-17233;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17233.afm;security/CVE/VarelaVaca2020-2019-17233;157.0;149.0;4.0;1.0;2.0;0.0063694267515923;0.0127388535031847;0.929936305732484;10453.0;5.0;19.5;True;11.0;11.0;576
CVE;VarelaVaca2020;False;2019-17515;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17515.afm;security/CVE/VarelaVaca2020-2019-17515;275.0;267.0;4.0;1.0;2.0;0.0036363636363636;0.0072727272727272;0.96;34466.0;5.0;34.25;True;11.0;11.0;1048
CVE;VarelaVaca2020;False;2019-17599;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17599.afm;security/CVE/VarelaVaca2020-2019-17599;178.0;170.0;4.0;1.0;2.0;0.0056179775280898;0.0112359550561797;0.9382022471910112;13708.0;5.0;22.125;True;11.0;11.0;660
CVE;VarelaVaca2020;False;2019-17669;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17669.afm;security/CVE/VarelaVaca2020-2019-17669;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17670;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17670.afm;security/CVE/VarelaVaca2020-2019-17670;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17671;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17671.afm;security/CVE/VarelaVaca2020-2019-17671;523.0;514.0;4.0;498.0;5.313253012048193;0.9521988527724664;0.9789674952198852;0.9808795411089866;124598.0;5.0;58.0;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17672;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17672.afm;security/CVE/VarelaVaca2020-2019-17672;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17673;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17673.afm;security/CVE/VarelaVaca2020-2019-17673;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17674;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17674.afm;security/CVE/VarelaVaca2020-2019-17674;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-17675;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-17675.afm;security/CVE/VarelaVaca2020-2019-17675;522.0;514.0;4.0;498.0;5.313253012048193;0.9540229885057472;0.9808429118773946;0.9808429118773946;124597.0;5.0;65.125;True;10.0;10.0;2964
CVE;VarelaVaca2020;False;2019-18834;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-18834.afm;security/CVE/VarelaVaca2020-2019-18834;160.0;152.0;4.0;1.0;2.0;0.00625;0.0125;0.93125;10891.0;5.0;19.875;True;11.0;11.0;588
CVE;VarelaVaca2020;False;2019-19980;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-19980.afm;security/CVE/VarelaVaca2020-2019-19980;136.0;128.0;4.0;1.0;2.0;0.0073529411764705;0.0147058823529411;0.9191176470588236;7639.0;5.0;16.875;True;11.0;11.0;492
CVE;VarelaVaca2020;False;2019-19981;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-19981.afm;security/CVE/VarelaVaca2020-2019-19981;136.0;128.0;4.0;1.0;2.0;0.0073529411764705;0.0147058823529411;0.9191176470588236;7639.0;5.0;16.875;True;11.0;11.0;492
